Protein_ID (FAMeDB)	Protein name (as in reference)	Protein description	Protein names (Uniprot)	Acc.No.	locus tag (alternative e.g. not in uniprot)	InterPro	InterPro description	EC number (eggNOG)	Ortholog_Cluster_(similarity_of_domain_composition)	KEGG_ko_kofam	KEGG_ko_koala	Organism	Organism (ID)	Taxonomic lineage (Ids)	References (DOI ID)
P0DUL3	Hkm5	Cytochrome P450 monooxygenase hkm5 (EC 1.-.-.-) (Hancockiamides biosynthesis cluster protein 5)	Cytochrome P450 monooxygenase hkm5 (EC 1.-.-.-) (Hancockiamides biosynthesis cluster protein 5)	P0DUL3		IPR001128; IPR036396; IPR050121; IPR002401	Cytochrome P450; Cytochrome P450 superfamily; Cytochrome P450 monooxygenase; Cytochrome P450, E-class, group I	N/A	41	N/A	N/A	Aspergillus hancockii	1873369	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
P0DUQ0	Hkm6	Oxidase hkm6 (EC 1.14.-.-) (Hancockiamides biosynthesis cluster protein 6)	Oxidase hkm6 (EC 1.14.-.-) (Hancockiamides biosynthesis cluster protein 6)	P0DUQ0		IPR002227; IPR008922; IPR050316	Tyrosinase copper-binding domain; Di-copper centre-containing domain superfamily; Tyrosinase and Hemocyanin	1.14.18.1	26	K00505	N/A	Aspergillus hancockii	1873369	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
P0DUL5	Hkm7	FAD-dependent monooxygenase hkm7 (EC 1.-.-.-) (Hancockiamides biosynthesis cluster protein 7)	FAD-dependent monooxygenase hkm7 (EC 1.-.-.-) (Hancockiamides biosynthesis cluster protein 7)	P0DUL5		IPR036188; IPR050641; IPR002938; IPR012941; IPR036249; IPR038220	FAD/NAD(P)-binding domain superfamily; Rifampicin monooxygenase-like; FAD-binding domain; Phenol hydroxylase-like, C-terminal dimerisation domain; Thioredoxin-like superfamily; Phenol hydroxylase, C-terminal TRX-fold domain superfamily	1.14.13.7	7	K03380	N/A	Aspergillus hancockii	1873369	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
P0DUL6	Hkm8	O-methyltransferase hkm8 (EC 2.1.1.-) (Hancockiamides biosynthesis cluster protein 8)	O-methyltransferase hkm8 (EC 2.1.1.-) (Hancockiamides biosynthesis cluster protein 8)	P0DUL6		IPR029063; IPR050362; IPR002935	S-adenosyl-L-methionine-dependent methyltransferase superfamily; Cation-dependent O-methyltransferase; Class I-like SAM-dependent O-methyltransferase	N/A	71	N/A	N/A	Aspergillus hancockii	1873369	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
A0AAN4PAE6	LenB	Phenylalanine ammonia-lyase lenB (PAL) (EC 4.3.1.24) (Lentopeptin biosynthesis cluster protein BA)	Phenylalanine ammonia-lyase lenB (PAL) (EC 4.3.1.24) (Lentopeptin biosynthesis cluster protein BA)	A0AAN4PAE6		IPR001106; IPR022313; IPR008948; IPR023144; IPR024083; IPR005922	Aromatic amino acid lyase; Phenylalanine/histidine ammonia-lyases, active site; L-Aspartase-like; Phenylalanine ammonia-lyase, shielding domain superfamily; Fumarase/histidase, N-terminal; Phenylalanine ammonia-lyase	4.3.1.24	29	K10775	K10775	Aspergillus lentulus	293939	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720872	
Q5AY46	XptA	Xanthone prenyltransferase A (EC 2.5.1.-)	Xanthone prenyltransferase A (EC 2.5.1.-)	Q5AY46		IPR017795; IPR012148; IPR033964	Aromatic prenyltransferase, NscD-like; Aromatic prenyltransferase DMATS-type, fungi; Aromatic prenyltransferase	2.5.1.106,2.5.1.122,2.5.1.34	112	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	
P0DP82	XptB	Xanthone prenyltransferase B (EC 2.5.1.-)	Xanthone prenyltransferase B (EC 2.5.1.-)	P0DP82		IPR017795; IPR033964; IPR012148	Aromatic prenyltransferase, NscD-like; Aromatic prenyltransferase; Aromatic prenyltransferase DMATS-type, fungi	N/A	112	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
Q5BH33	MdpD	FAD-dependent monooxygenase mdpD (EC 1.-.-.-) (Monodictyphenone synthesis protein D)	FAD-dependent monooxygenase mdpD (EC 1.-.-.-) (Monodictyphenone synthesis protein D)	Q5BH33		IPR050493; IPR002938; IPR036188	FAD-dependent Monooxygenases in Biosynthesis and Metabolism; FAD-binding domain; FAD/NAD(P)-binding domain superfamily	N/A	12	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	
G3XMC2	AzaH	FAD-dependent monooxygenase azaH (EC 1.-.-.-) (Azaphilone biosynthesis cluster protein azaH)	FAD-dependent monooxygenase azaH (EC 1.-.-.-) (Azaphilone biosynthesis cluster protein azaH)	G3XMC2		IPR051104; IPR002938; IPR036188	FAD-dependent monooxygenase-like; FAD-binding domain; FAD/NAD(P)-binding domain superfamily	1.14.13.1	15	N/A	N/A	Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7)	380704	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	
A2QUC2	An09g05130	Extracellular tyrosinase	Contig An09c0150, genomic contig (EC 1.14.18.1)	A2QUC2		IPR008922; IPR002227; IPR050316	Di-copper centre-containing domain superfamily; Tyrosinase copper-binding domain; Tyrosinase and Hemocyanin	1.14.18.1	26	K00505	K00505	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	
Q00234	AoMelO	Tyrosinase from A. oryzae (original acc. No BAA07149)	Tyrosinase (EC 1.14.18.1) (Monophenol monooxygenase)	Q00234		IPR008922; IPR002227; IPR016216; IPR050316	Di-copper centre-containing domain superfamily; Tyrosinase copper-binding domain; Monophenol monooxygenase, fungi; Tyrosinase and Hemocyanin	1.14.18.1	26	K00505	K00505	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5062	
A0A1S9DK56	AoMelB	Tyrosinase from A. oryzae (original acc. No BD165761.1)	tyrosinase (EC 1.14.18.1)	A0A1S9DK56		IPR008922; IPR002227; IPR050316; IPR015021; IPR041640	Di-copper centre-containing domain superfamily; Tyrosinase copper-binding domain; Tyrosinase and Hemocyanin; Ester hydrolase C11orf54, Domain of unknown function DUF1907; Tyrosinase, C-terminal	1.14.18.1	26	K00505	K00505	Aspergillus oryzae (Yellow koji mold)	5062	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
F5HN73	CpaD	Cyclo-acetoacetyl-L-tryptophan dimethylallyltransferase cpaD (EC 2.5.1.-) (Cyclopiazonic acid biosynthesis cluster protein D) (L-tryptophan dimethylallyl transferase) (DMATS)	Cyclo-acetoacetyl-L-tryptophan dimethylallyltransferase cpaD (EC 2.5.1.-) (Cyclopiazonic acid biosynthesis cluster protein D) (L-tryptophan dimethylallyl transferase) (DMATS)	F5HN73		IPR012148; IPR017795; IPR033964	Aromatic prenyltransferase DMATS-type, fungi; Aromatic prenyltransferase, NscD-like; Aromatic prenyltransferase	2.5.1.34	112	K15392	K15392	Aspergillus oryzae (Yellow koji mold)	5062	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
A0A2D1VNJ8	EchPT1	Echinulin prenyltransferase 1 (EchPT1) (EC 2.5.1.-) (Echinulin biosynthesis cluster protein echPT1)	Echinulin prenyltransferase 1 (EchPT1) (EC 2.5.1.-) (Echinulin biosynthesis cluster protein echPT1)	A0A2D1VNJ8		IPR017795; IPR033964; IPR012148	Aromatic prenyltransferase, NscD-like; Aromatic prenyltransferase; Aromatic prenyltransferase DMATS-type, fungi	N/A	112	K15392	N/A	Aspergillus ruber (Eurotium rubrum)	396024	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720874	
A0A017SEF3	FogH	Prenyltransferase fogH (EC 2.5.1.-) (Flavoglaucin biosynthesis cluster protein H)	Prenyltransferase fogH (EC 2.5.1.-) (Flavoglaucin biosynthesis cluster protein H)	A0A017SEF3		IPR033964; IPR012148; IPR017795	Aromatic prenyltransferase; Aromatic prenyltransferase DMATS-type, fungi; Aromatic prenyltransferase, NscD-like	N/A	112	N/A	N/A	Aspergillus ruber (strain CBS 135680)	1388766	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720874, 396024	
A0A017SPL2	EchPT2	Echinulin prenyltransferase 2 (EchPT2) (EC 2.5.1.-) (Echinulin biosynthesis cluster protein echPT2)	Echinulin prenyltransferase 2 (EchPT2) (EC 2.5.1.-) (Echinulin biosynthesis cluster protein echPT2)	A0A017SPL2		IPR012148; IPR017795; IPR033964	Aromatic prenyltransferase DMATS-type, fungi; Aromatic prenyltransferase, NscD-like; Aromatic prenyltransferase	2.5.1.34	112	K15392	K14130	Aspergillus ruber (strain CBS 135680)	1388766	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720874, 396024	
A0A1B0UHJ4	AtaPT	Aromatic prenyltransferase	Aromatic prenyltransferase	A0A1B0UHJ4		IPR012148; IPR017795; IPR033964	Aromatic prenyltransferase DMATS-type, fungi; Aromatic prenyltransferase, NscD-like; Aromatic prenyltransferase	N/A	112	N/A	K15392	Aspergillus terreus	33178	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	
Q0CJ62	AtA	6-Methylsalicylate 1-monooxygenase atA (EC 1.14.99.-) (6-methylsalicylate hydrolase) (FAD-dependent monooxygenase atA) (Terreic acid biosynthesis cluster protein A)	6-methylsalicylate 1-monooxygenase atA (EC 1.14.99.-) (6-methylsalicylate hydrolase) (FAD-dependent monooxygenase atA) (Terreic acid biosynthesis cluster protein A)	Q0CJ62		IPR036188; IPR051104; IPR002938	FAD/NAD(P)-binding domain superfamily; FAD-dependent monooxygenase; FAD-binding domain	1.14.13.1	15	N/A	N/A	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	341663	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 33178	
Q0D1P2	TerD	FAD-dependent monooxygenase terD (EC 1.-.-.-) (Terrein biosynthesis cluster protein terD)	FAD-dependent monooxygenase terD (EC 1.-.-.-) (Terrein biosynthesis cluster protein terD)	Q0D1P2		IPR036188; IPR038220; IPR050641; IPR002938; IPR012941; IPR036249	FAD/NAD(P)-binding domain superfamily; Phenol hydroxylase, C-terminal TRX-fold domain superfamily; Rifampicin monooxygenase-like; FAD-binding domain; Phenol hydroxylase-like, C-terminal dimerisation domain; Thioredoxin-like superfamily	1.14.13.7	7	K03380	K03380	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	341663	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 33178	
Q0CF72	ATEG_07662	FAD-dependent monooxygenase ATEG_07662 (EC 1.-.-.-) (Azasperpyranone A biosynthesis cluster B protein ATEG_07662)	FAD-dependent monooxygenase ATEG_07662 (EC 1.-.-.-) (Azasperpyranone A biosynthesis cluster B protein ATEG_07662)	Q0CF72		IPR051104; IPR036188; IPR002938	FAD-dependent monooxygenase-like; FAD/NAD(P)-binding domain superfamily; FAD-binding domain	1.14.13.1	15	N/A	N/A	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	341663	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 33178	
A0A397HQ89	AnkC	FAD-dependent monooxygenase ankC (EC 1.14.13.-) (Ank biosynthesis cluster protein C)	FAD-dependent monooxygenase ankC (EC 1.14.13.-) (Ank biosynthesis cluster protein C)	A0A397HQ89		IPR038220; IPR036188; IPR002938; IPR036249; IPR012941; IPR050641	Phenol hydroxylase, C-terminal TRX-fold domain superfamily; FAD/NAD(P)-binding domain superfamily; FAD-binding domain; Thioredoxin-like superfamily; Phenol hydroxylase-like, C-terminal dimerisation domain; Rifampicin monooxygenase-like	1.14.13.7	7	K03380	N/A	Aspergillus thermomutatus (Neosartorya pseudofischeri)	41047	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720872	
J4VWM7	OpS4	FAD-dependent monooxygenase OpS4 (EC 1.-.-.-) (Oosporein biosynthesis protein 4)	FAD-dependent monooxygenase OpS4 (EC 1.-.-.-) (Oosporein biosynthesis protein 4)	J4VWM7		IPR050493; IPR036188; IPR002938	FAD-dependent Monooxygenases in Biosynthesis and Metabolism; FAD/NAD(P)-binding domain superfamily; FAD-binding domain	1.14.13.1	12	N/A	N/A	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)	655819	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5125, 474943, 5581, 176275	
Q2GPT3	CcdF	FAD-dependent monooxygenase ccdF (EC 1.-.-.-) (Cochliodone A biosynthesis cluster protein F)	FAD-dependent monooxygenase ccdF (EC 1.-.-.-) (Cochliodone A biosynthesis cluster protein F)	Q2GPT3		IPR036188; IPR002938; IPR051104	FAD/NAD(P)-binding domain superfamily; FAD-binding domain; FAD-dependent monooxygenase-like	1.14.13.1	15	N/A	N/A	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	306901	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5139, 35718, 5149, 38033	
Q12594	DmaW_Cfus	Tryptophan dimethylallyltransferase (EC 2.5.1.34) (4-dimethylallyltryptophan synthase) (DMATS) (All-trans-hexaprenyl-diphosphate synthase) (L-tryptophan dimethylallyl transferase)	Tryptophan dimethylallyltransferase (EC 2.5.1.34) (4-dimethylallyltryptophan synthase) (DMATS) (All-trans-hexaprenyl-diphosphate synthase) (L-tryptophan dimethylallyl transferase)	Q12594		IPR033964; IPR012148; IPR017796; IPR017795	Aromatic prenyltransferase; Aromatic prenyltransferase DMATS-type, fungi; Tryptophan dimethylallyltransferase; Aromatic prenyltransferase, NscD-like	2.5.1.34	112	K14130; K15392	K14130	Claviceps fusiformis (Ergot fungus)	40602	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5125, 34397, 5110	
P0CT20	DmaW	Tryptophan dimethylallyltransferase 1 (EC 2.5.1.34) (4-dimethylallyltryptophan synthase 1) (DMATS 1) (All-trans-hexaprenyl-diphosphate synthase 1) (L-tryptophan dimethylallyl transferase 1)	Tryptophan dimethylallyltransferase 1 (EC 2.5.1.34) (4-dimethylallyltryptophan synthase 1) (DMATS 1) (All-trans-hexaprenyl-diphosphate synthase 1) (L-tryptophan dimethylallyl transferase 1)	P0CT20		IPR017795; IPR012148; IPR033964; IPR017796	Aromatic prenyltransferase, NscD-like; Aromatic prenyltransferase DMATS-type, fungi; Aromatic prenyltransferase; Tryptophan dimethylallyltransferase	2.5.1.34	112	K14130; K15392	K14130	Claviceps purpurea (Ergot fungus) (Sphacelia segetum)	5111	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5125, 34397, 5110	
M1WA41	DmaW	Tryptophan dimethylallyltransferase 1 (EC 2.5.1.34) (4-dimethylallyltryptophan synthase 1) (DMATS 1) (All-trans-hexaprenyl-diphosphate synthase 1) (L-tryptophan dimethylallyl transferase 1)	Tryptophan dimethylallyltransferase 1 (EC 2.5.1.34) (4-dimethylallyltryptophan synthase 1) (DMATS 1) (All-trans-hexaprenyl-diphosphate synthase 1) (L-tryptophan dimethylallyl transferase 1)	M1WA41		IPR033964; IPR017796; IPR012148; IPR017795	Aromatic prenyltransferase; Tryptophan dimethylallyltransferase; Aromatic prenyltransferase DMATS-type, fungi; Aromatic prenyltransferase, NscD-like	2.5.1.34	112	K14130; K15392	K14130	Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum)	1111077	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5125, 34397, 5110, 5111	
A0A345BJN1	Clz10	Phenylalanine ammonia-lyase (PAL) (EC 4.3.1.24) (Squalestatin S1 biosynthesis cluster protein clz10) (Zaragozic acid A biosynthesis cluster protein 10)	Phenylalanine ammonia-lyase (PAL) (EC 4.3.1.24) (Squalestatin S1 biosynthesis cluster protein clz10) (Zaragozic acid A biosynthesis cluster protein 10)	A0A345BJN1		IPR008948; IPR001106; IPR022313; IPR005922; IPR024083; IPR023144	L-Aspartase-like; Aromatic amino acid lyase; Phenylalanine/histidine ammonia-lyases, active site; Phenylalanine ammonia-lyase; Fumarase/histidase, N-terminal; Phenylalanine ammonia-lyase, shielding domain superfamily	4.3.1.24	29	K10775	K10775	Curvularia lunata (Filamentous fungus)	5503	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715962, 147541, 451868, 92860, 715340, 28556, 5502	
S0EH60	DMATS1Ff	Aromatic prenyltransferase	Dimethylallyltryptophan synthase 1 (DMATS 1) (EC 2.5.1.-) (EC 2.5.1.122) (DMATS1 biosynthesis cluster protein DMATS1)	S0EH60		IPR012148; IPR017795; IPR033964	Aromatic prenyltransferase DMATS-type, fungi; Aromatic prenyltransferase, NscD-like; Aromatic prenyltransferase	N/A	112	N/A	N/A	Fusarium fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus)	1279085	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5125, 110618, 5506, 171627, 5127	
A0A0U2JT37	PigN	FAD-dependent monooxygenase pigN (EC 1.-.-.-) (Azaphilone pigments biosynthesis cluster protein N)	FAD-dependent monooxygenase pigN (EC 1.-.-.-) (Azaphilone pigments biosynthesis cluster protein N)	A0A0U2JT37		IPR002938; IPR036188; IPR051104	FAD-binding domain; FAD/NAD(P)-binding domain superfamily; FAD-dependent monooxygenase-like	1.14.13.1	15	N/A	N/A	Monascus ruber (Mold)	89489	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5097	
A0A159BP93	CitB	2-Oxoglutarate-dependent dioxygenase citB (EC 1.14.-.-) (Citrinin synthesis protein B)	2-oxoglutarate-dependent dioxygenase citB (EC 1.14.-.-) (Citrinin synthesis protein B)	A0A159BP93		IPR044861; IPR005123; IPR026992; IPR027443	Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain; Oxoglutarate/iron-dependent dioxygenase domain; Non-haem dioxygenase, N-terminal domain; Isopenicillin N synthase-like superfamily	N/A	44	N/A	N/A	Monascus ruber (Mold)	89489	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5097	
A0A161CEV4	CitC	Aryl-alcohol oxidase citC (EC 1.1.3.7) (Citrinin synthesis protein C)	Dehydrogenase citC (EC 1.1.-.-) (Citrinin synthesis protein C)	A0A161CEV4		IPR007867; IPR012132; IPR036188; IPR000172	Glucose-methanol-choline oxidoreductase, C-terminal; Glucose-methanol-choline oxidoreductase; FAD/NAD(P)-binding domain superfamily; Glucose-methanol-choline oxidoreductase, N-terminal	N/A	115	N/A	N/A	Monascus ruber (Mold)	89489	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5097	
A0A162J448	CitD	Aldehyde dehydrogenase citD (EC 1.2.1.3) (Citrinin synthesis protein D)	Aldehyde dehydrogenase citD (EC 1.2.1.3) (Citrinin synthesis protein D)	A0A162J448		IPR016162; IPR015590; IPR029510; IPR016163; IPR016160; IPR016161	Aldehyde dehydrogenase, N-terminal; Aldehyde dehydrogenase domain; Aldehyde dehydrogenase, glutamic acid active site; Aldehyde dehydrogenase, C-terminal; Aldehyde dehydrogenase, cysteine active site; Aldehyde/histidinol dehydrogenase	1.2.1.8	22	N/A	K00128	Monascus ruber (Mold)	89489	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5097	
A0A3G9JYJ6	Cph	Caffeoylpyruvate hydrolase (CPH) (EC 3.7.-.-) (Fungal bioluminescence cycle protein cph)	Caffeoylpyruvate hydrolase (CPH) (EC 3.7.-.-) (Fungal bioluminescence cycle protein cph)	A0A3G9JYJ6		IPR011234; IPR036663	Fumarylacetoacetase-like, C-terminal; Fumarylacetoacetase-like, C-terminal domain superfamily	N/A	13	N/A	N/A	Neonothopanus nambi (Agaricus nambi)	71958	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 452333, 5338, 2982316, 72117, 71957	
A0A3G9K5C8	H3h	Hispidin-3-hydroxylase	Hispidin-3-hydroxylase (H3H) (EC 1.-.-.-) (FAD-dependent monooxygenase h3h) (Fungal bioluminescence cycle protein h3h)	A0A3G9K5C8		IPR050493; IPR036188; IPR002938	FAD-dependent Monooxygenases in Biosynthesis and Metabolism; FAD/NAD(P)-binding domain superfamily; FAD-binding domain	1.14.13.1	12	N/A	N/A	Neonothopanus nambi (Agaricus nambi)	71958	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 452333, 5338, 2982316, 72117, 71957	
A0A0A2IDH4	CnsB	L-tryptophan decarboxylase cnsB (EC 4.1.1.105) (Communesin biosynthesis cluster protein B)	L-tryptophan decarboxylase cnsB (EC 4.1.1.105) (Communesin biosynthesis cluster protein B)	A0A0A2IDH4		IPR010977; IPR015422; IPR015424; IPR015421; IPR021115; IPR002129	Aromatic-L-amino-acid decarboxylase; Pyridoxal phosphate-dependent transferase, small domain; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major domain; Pyridoxal-phosphate binding site; Pyridoxal phosphate-dependent decarboxylase, major domain	N/A	114	K01593	N/A	Penicillium expansum (Blue mold rot fungus)	27334	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5073	
